,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity
1148,K2-193 b,1360.0,14.8 Earths,13.251,2018,Neptune-like,0.352 x Jupiter,0.1184 AU,14.8 days,0.0
1149,K2-194 b,2090.0,12.9 Earths,12.908,2018,Neptune-like,0.325 x Jupiter,Unknown,39.7 days,0.0
1150,K2-195 b,1037.0,9.96 Earths,12.497,2018,Neptune-like,0.279 x Jupiter,0.1208 AU,15.9 days,0.0
1151,K2-195 c,1037.0,7.16 Earths,12.497,2018,Neptune-like,0.23 x Jupiter,Unknown,28.5 days,0.0
1152,K2-196 b,1938.0,12.6 Earths,12.06,2018,Neptune-like,0.321 x Jupiter,Unknown,48.3 days,0.0
1153,K2-197 b,814.0,7.08 Earths,12.157,2018,Neptune-like,0.228 x Jupiter,0.0806 AU,8.4 days,0.0
1154,K2-198 b,362.0,16.3 Earths,10.971,2018,Neptune-like,0.374 x Jupiter,Unknown,17 days,0.0
1155,K2-198 c,362.0,2.61 Earths,10.971,2019,Super Earth,1.423 x Earth,Unknown,3.4 days,0.0
1156,K2-198 d,362.0,6.52 Earths,10.971,2019,Neptune-like,0.218 x Jupiter,Unknown,7.5 days,0.0
1157,K2-199 b,352.0,4.16 Earths,12.289,2018,Super Earth,1.87 x Earth,0.0385 AU,3.2 days,0.0
1158,K2-199 c,352.0,8.15 Earths,12.289,2018,Neptune-like,0.248 x Jupiter,0.0668 AU,7.4 days,0.0
1159,K2-19 b,953.0,28.5 Earths,13.0,2015,Neptune-like,0.691 x Jupiter,0.074 AU,7.9 days,0.12
1160,K2-19 c,953.0,15.9 Earths,13.0,2015,Neptune-like,0.434 x Jupiter,0.0971 AU,11.9 days,0.0
1161,K2-19 d,953.0,14 Earths,13.0,2016,Super Earth,1.14 x Earth,0.0344 AU,2.5 days,0.0
1162,K2-200 b,604.0,2.43 Earths,12.459,2018,Super Earth,1.364 x Earth,Unknown,2.8 days,0.0
1163,K2-201 b,649.0,2.54 Earths,12.809,2018,Super Earth,1.4 x Earth,Unknown,1.1 days,0.0
1164,K2-201 c,649.0,10.8 Earths,12.809,2018,Neptune-like,0.293 x Jupiter,Unknown,22.8 days,0.0
1165,K2-202 b,988.0,5.91 Earths,13.297,2018,Neptune-like,0.205 x Jupiter,Unknown,3.4 days,0.0
1166,K2-203 b,545.0,2.45 Earths,12.353,2018,Super Earth,1.371 x Earth,Unknown,9.7 days,0.0
1167,K2-204 b,1914.0,9.51 Earths,13.01,2018,Neptune-like,0.272 x Jupiter,Unknown,7.1 days,0.0
1168,K2-205 b,1337.0,4.64 Earths,12.391,2018,Super Earth,1.996 x Earth,Unknown,26.7 days,0.0
1169,K2-206 b,803.0,8.22 Earths,13.1,2018,Neptune-like,0.249 x Jupiter,Unknown,18.3 days,0.0
1170,K2-207 b,1197.0,7.3 Earths,13.166,2018,Neptune-like,0.232 x Jupiter,Unknown,12.5 days,0.0
1171,K2-208 b,844.0,3.46 Earths,12.503,2018,Super Earth,1.679 x Earth,Unknown,4.2 days,0.0
1172,K2-209 b,250.0,0.586 Earths,11.205,2018,Terrestrial,0.869 x Earth,Unknown,2.1 days,0.0
1173,K2-210 b,579.0,0.474 Earths,11.535,2018,Terrestrial,0.819 x Earth,Unknown,0.6 days,0.0
1174,K2-211 b,895.0,2.46 Earths,13.075,2018,Super Earth,1.375 x Earth,Unknown,0.7 days,0.0
1175,K2-212 b,357.0,6.9 Earths,13.1,2018,Neptune-like,0.225 x Jupiter,0.0785 AU,9.8 days,0.0
1176,K2-213 b,1285.0,2.9 Earths,11.803,2018,Super Earth,1.514 x Earth,Unknown,8.1 days,0.0
1177,K2-214 b,989.0,6.48 Earths,11.805,2018,Neptune-like,0.217 x Jupiter,0.0834 AU,8.6 days,0.0
1178,K2-215 b,1333.0,5.16 Earths,12.986,2018,Neptune-like,2.124 x Earth,Unknown,8.3 days,0.0
1179,K2-216 b,378.0,8 Earths,12.476,2018,Super Earth,1.75 x Earth,0.028 AU,2.2 days,0.0
1180,K2-217 b,1259.0,12.5 Earths,12.187,2018,Neptune-like,0.319 x Jupiter,Unknown,14.1 days,0.0
1181,K2-218 b,1300.0,7.13 Earths,12.876,2018,Neptune-like,0.229 x Jupiter,Unknown,8.7 days,0.0
1182,K2-219 b,1071.0,2.38 Earths,12.09,2018,Super Earth,1.348 x Earth,Unknown,3.9 days,0.0
1183,K2-219 c,1071.0,2.66 Earths,12.09,2018,Super Earth,1.438 x Earth,Unknown,6.7 days,0.0
1184,K2-219 d,1071.0,7.16 Earths,12.09,2018,Neptune-like,0.23 x Jupiter,Unknown,11.1 days,0.0
1185,K2-21 b,274.0,4.04 Earths,12.85,2015,Neptune-like,1.84 x Earth,0.076 AU,9.3 days,0.1
1186,K2-21 c,274.0,6.76 Earths,12.85,2015,Super Earth,0.222 x Jupiter,0.107 AU,15.5 days,0.21
1187,K2-220 b,766.0,6.3 Earths,11.89,2018,Neptune-like,0.213 x Jupiter,0.1104 AU,13.7 days,0.0
1188,K2-221 b,1049.0,3.46 Earths,12.703,2018,Super Earth,1.679 x Earth,Unknown,2.4 days,0.0
1189,K2-222 b,331.0,6.3 Earths,9.543,2018,Neptune-like,0.213 x Jupiter,0.1211 AU,15.4 days,0.0
1190,K2-223 b,656.0,0.64 Earths,11.431,2018,Terrestrial,0.89 x Earth,0.0127 AU,0.5 days,0.0
1191,K2-223 c,656.0,3.09 Earths,11.431,2018,Super Earth,1.57 x Earth,0.0549 AU,4.6 days,0.0
1192,K2-224 b,906.0,3.05 Earths,12.682,2018,Super Earth,1.56 x Earth,0.0516 AU,4.5 days,0.0
1193,K2-224 c,906.0,6.39 Earths,12.682,2018,Neptune-like,0.215 x Jupiter,0.0886 AU,10.1 days,0.0
1194,K2-225 b,1175.0,12 Earths,11.836,2018,Neptune-like,0.311 x Jupiter,0.134 AU,15.9 days,0.0
1195,K2-226 b,689.0,2.99 Earths,12.308,2018,Super Earth,1.54 x Earth,0.0413 AU,3.3 days,0.0
1196,K2-227 b,614.0,3.41 Earths,12.015,2018,Super Earth,1.666 x Earth,Unknown,13.6 days,0.0
1197,K2-228 b,465.0,1.92 Earths,12.995,2018,Super Earth,1.21 x Earth,0.0338 AU,2.7 days,0.0
1198,K2-229 b,339.0,2.49 Earths,10.985,2018,Super Earth,1.14 x Earth,0.0131 AU,0.6 days,0.0
1199,K2-229 c,339.0,21.3 Earths,10.985,2018,Super Earth,2.03 x Earth,0.0769 AU,8.3 days,0.0
1200,K2-223 b,656.0,0.64 Earths,11.431,2018,Terrestrial,0.89 x Earth,0.0127 AU,0.5 days,0.0
1201,K2-223 c,656.0,3.09 Earths,11.431,2018,Super Earth,1.57 x Earth,0.0549 AU,4.6 days,0.0
1202,K2-224 b,906.0,3.05 Earths,12.682,2018,Super Earth,1.56 x Earth,0.0516 AU,4.5 days,0.0
1203,K2-224 c,906.0,6.39 Earths,12.682,2018,Neptune-like,0.215 x Jupiter,0.0886 AU,10.1 days,0.0
1204,K2-225 b,1175.0,12 Earths,11.836,2018,Neptune-like,0.311 x Jupiter,0.134 AU,15.9 days,0.0
1205,K2-226 b,689.0,2.99 Earths,12.308,2018,Super Earth,1.54 x Earth,0.0413 AU,3.3 days,0.0
1206,K2-227 b,614.0,3.41 Earths,12.015,2018,Super Earth,1.666 x Earth,Unknown,13.6 days,0.0
1207,K2-228 b,465.0,1.92 Earths,12.995,2018,Super Earth,1.21 x Earth,0.0338 AU,2.7 days,0.0
1208,K2-229 b,339.0,2.49 Earths,10.985,2018,Super Earth,1.14 x Earth,0.0131 AU,0.6 days,0.0
1209,K2-229 c,339.0,21.3 Earths,10.985,2018,Super Earth,2.03 x Earth,0.0769 AU,8.3 days,0.0
1210,K2-239 c,160.0,0.972 Earths,14.549,2018,Terrestrial,1.0 x Earth,0.0576 AU,7.8 days,0.0
1211,K2-239 d,160.0,1.37 Earths,14.549,2018,Super Earth,1.1 x Earth,0.0685 AU,10.1 days,0.0
1212,K2-240 b,228.0,4.66 Earths,13.392,2018,Super Earth,2.0 x Earth,0.0513 AU,6 days,0.0
1213,K2-240 c,228.0,3.89 Earths,13.392,2018,Super Earth,1.8 x Earth,0.1159 AU,20.5 days,0.0
1214,K2-241 b,488.0,7.04 Earths,11.97,2018,Neptune-like,0.227 x Jupiter,0.1567 AU,26.8 days,0.0
1215,K2-242 b,358.0,6.99 Earths,16.588,2018,Neptune-like,0.227 x Jupiter,0.0494 AU,6.5 days,0.0
1216,K2-243 b,878.0,5.35 Earths,10.97,2018,Neptune-like,2.17 x Earth,0.1087 AU,11.5 days,0.0
1217,K2-243 c,878.0,4.7 Earths,10.97,2018,Super Earth,2.01 x Earth,0.1817 AU,24.9 days,0.0
1218,K2-244 b,698.0,3.71 Earths,11.78,2018,Super Earth,1.75 x Earth,0.1418 AU,21.1 days,0.0
1219,K2-245 b,1512.0,17.4 Earths,12.212,2018,Neptune-like,0.387 x Jupiter,0.0959 AU,11.9 days,0.0
1220,K2-246 b,2359.0,12 Earths,14.55,2018,Neptune-like,0.311 x Jupiter,0.0602 AU,5.8 days,0.0
1221,K2-247 b,849.0,5.14 Earths,14.956,2018,Neptune-like,2.12 x Earth,0.0304 AU,2.3 days,0.0
1222,K2-247 c,849.0,5.43 Earths,14.956,2018,Neptune-like,2.19 x Earth,0.0615 AU,6.5 days,0.0
1223,K2-248 b,1339.0,7.13 Earths,13.402,2018,Neptune-like,0.229 x Jupiter,0.0699 AU,7.2 days,0.0
1224,K2-249 b,1723.0,8.2 Earths,11.827,2018,Neptune-like,0.249 x Jupiter,0.1151 AU,12.4 days,0.0
1225,K2-24 b,559.0,19 Earths,11.07,2016,Neptune-like,0.482 x Jupiter,0.154 AU,20.9 days,0.06
1226,K2-24 c,559.0,15.4 Earths,11.07,2016,Neptune-like,0.669 x Jupiter,0.247 AU,42.3 days,< 0.07
1227,K2-250 b,1362.0,6.53 Earths,14.267,2018,Neptune-like,0.218 x Jupiter,0.0459 AU,4 days,0.0
1228,K2-251 b,482.0,6.12 Earths,15.621,2018,Neptune-like,0.21 x Jupiter,0.0694 AU,9.3 days,0.0
1229,K2-252 b,750.0,3.68 Earths,12.847,2018,Super Earth,1.74 x Earth,0.1041 AU,13.8 days,0.0
1230,K2-253 b,2942.0,Unknown,14.868,2018,Gas Giant,1.13 x Jupiter,0.0506 AU,4 days,0.0
1231,K2-254 b,748.0,3.29 Earths,14.183,2018,Super Earth,1.63 x Earth,0.0448 AU,4.1 days,0.0
1232,K2-254 c,748.0,5.43 Earths,14.183,2018,Neptune-like,2.19 x Earth,0.0923 AU,12.1 days,0.0
1233,K2-255 b,628.0,8.75 Earths,13.756,2018,Neptune-like,0.259 x Jupiter,0.0274 AU,2 days,0.0
1234,K2-256 b,1894.0,7.41 Earths,14.939,2018,Neptune-like,0.235 x Jupiter,0.0578 AU,5.5 days,0.0
1235,K2-257 b,209.0,0.498 Earths,13.716,2018,Terrestrial,0.83 x Earth,0.0216 AU,1.6 days,0.0
1236,K2-258 b,2203.0,9.27 Earths,13.298,2018,Neptune-like,0.268 x Jupiter,0.149 AU,19.1 days,0.0
1237,K2-259 b,1377.0,5.99 Earths,12.536,2018,Neptune-like,0.207 x Jupiter,0.1271 AU,15.5 days,0.0
1238,K2-25 b,147.0,11.6 Earths,15.881,2015,Neptune-like,0.306 x Jupiter,Unknown,3.5 days,0.27
1239,K2-260 b,2206.0,1.42 Jupiters,12.689,2018,Gas Giant,1.552 x Jupiter,0.0404 AU,2.6 days,0.0
1240,K2-261 b,700.0,0.223 Jupiters,10.612,2018,Gas Giant,0.85 x Jupiter,0.102 AU,11.6 days,0.39
1241,K2-263 b,532.0,14.8 Earths,11.606,2018,Super Earth,0.215 x Jupiter,0.2573 AU,50.8 days,< 0.14
1242,K2-264 b,610.0,5.61 Earths,15.662,2018,Neptune-like,2.231 x Earth,0.05023 AU,5.8 days,< 0.5
1243,K2-264 c,610.0,7.6 Earths,15.662,2018,Neptune-like,0.238 x Jupiter,0.11283 AU,19.7 days,< 0.45
1244,K2-265 b,454.0,6.54 Earths,11.102,2018,Super Earth,1.71 x Earth,0.03376 AU,2.4 days,0.08
1245,K2-266 b,252.0,11.26782 Earths,11.808,2018,Neptune-like,0.294 x Jupiter,0.01306 AU,0.7 days,0.0
1246,K2-266 c,252.0,0.29013 Earths,11.808,2018,Terrestrial,0.705 x Earth,0.0679 AU,7.8 days,0.04
1247,K2-266 d,252.0,8.9 Earths,11.808,2018,Neptune-like,0.261 x Jupiter,0.1035 AU,14.7 days,0.05
1248,K2-266 e,252.0,14.3 Earths,11.808,2018,Neptune-like,0.244 x Jupiter,0.1249 AU,19.5 days,0.04
1249,K2-268 b,1081.0,2.57 Earths,13.853,2018,Super Earth,1.41 x Earth,0.0308 AU,2.2 days,0.0
1250,K2-268 c,1081.0,7.7 Earths,13.853,2018,Neptune-like,0.24 x Jupiter,0.0819 AU,9.3 days,0.0
1251,K2-269 b,1181.0,3.09 Earths,11.784,2018,Super Earth,1.57 x Earth,0.0531 AU,4.1 days,0.0
1252,K2-26 b,324.0,7.61 Earths,14.53,2016,Neptune-like,0.238 x Jupiter,0.0962 AU,14.6 days,0.0
1253,K2-270 b,925.0,2.48 Earths,13.782,2018,Super Earth,1.38 x Earth,0.0247 AU,1.5 days,0.0
1254,K2-270 c,925.0,9.01 Earths,13.782,2018,Neptune-like,0.263 x Jupiter,0.0497 AU,4.4 days,0.0
1255,K2-271 b,1864.0,0.131 Jupiters,13.827,2018,Gas Giant,0.649 x Jupiter,0.077 AU,8.6 days,0.0
1256,K2-272 b,1391.0,8.8 Earths,13.841,2018,Neptune-like,0.26 x Jupiter,0.1081 AU,14.5 days,0.0
1257,K2-273 b,1013.0,17.9 Earths,13.371,2018,Neptune-like,0.394 x Jupiter,0.0974 AU,11.7 days,0.0
1258,K2-274 b,759.0,5.48 Earths,13.086,2018,Neptune-like,2.2 x Earth,0.1064 AU,14.1 days,0.0
1259,K2-275 b,405.0,5.65 Earths,12.063,2018,Neptune-like,0.2 x Jupiter,0.04 AU,3.3 days,0.0
1260,K2-275 c,405.0,6.08 Earths,12.063,2018,Neptune-like,0.209 x Jupiter,0.075 AU,8.4 days,0.0
1261,K2-276 b,1598.0,13.7 Earths,14.627,2018,Neptune-like,0.336 x Jupiter,0.1291 AU,18.7 days,0.0
1262,K2-277 b,370.0,4.94 Earths,10.364,2018,Super Earth,2.07 x Earth,0.0675 AU,6.3 days,0.0
1263,K2-278 b,2623.0,9.17 Earths,13.412,2018,Neptune-like,0.266 x Jupiter,0.0488 AU,3.3 days,0.0
1264,K2-279 b,600.0,1.92 Earths,11.491,2018,Super Earth,1.21 x Earth,0.067 AU,7.1 days,0.0
1265,K2-27 b,820.0,30.9 Earths,12.64,2016,Neptune-like,0.4 x Jupiter,0.06702 AU,6.8 days,0.25
1266,K2-280 b,1295.0,0.144 Jupiters,12.536,2018,Gas Giant,0.684 x Jupiter,0.1488 AU,19.9 days,0.0
1267,K2-281 b,1520.0,0.16 Jupiters,15.117,2018,Gas Giant,0.73 x Jupiter,0.0773 AU,8.7 days,0.0
1268,K2-282 b,1638.0,8.35 Earths,14.042,2018,Neptune-like,0.252 x Jupiter,0.0499 AU,4.2 days,0.0
1269,K2-283 b,1332.0,12.2 Earths,14.445,2018,Neptune-like,0.314 x Jupiter,0.0291 AU,1.9 days,0.0
1270,K2-284 b,351.0,8.15 Earths,13.322,2018,Neptune-like,0.248 x Jupiter,0.04771 AU,4.8 days,0.08
1271,K2-285 b,508.0,9.68 Earths,12.03,2018,Super Earth,0.231 x Jupiter,0.03817 AU,3.5 days,0.0
1272,K2-285 c,508.0,15.68 Earths,12.03,2018,Neptune-like,0.315 x Jupiter,0.0824 AU,7.1 days,0.0
1273,K2-285 d,508.0,6.5 Earths,12.03,2018,Neptune-like,0.221 x Jupiter,0.1178 AU,10.5 days,0.0
1274,K2-285 e,508.0,10.7 Earths,12.03,2018,Neptune-like,1.95 x Earth,0.18041 AU,14.8 days,0.0
1275,K2-286 b,249.0,5.06 Earths,12.763,2018,Neptune-like,2.1 x Earth,0.1768 AU,27.4 days,0.0
1276,K2-287 b,519.0,0.315 Jupiters,11.41,2018,Gas Giant,0.847 x Jupiter,0.1206 AU,14.9 days,0.48
1277,K2-288 B b,214.0,4.27 Earths,13.868,2018,Super Earth,1.9 x Earth,0.164 AU,31.4 days,0.0
1278,K2-289 b,883.0,0.192 Jupiters,14.465,2019,Gas Giant,0.812 x Jupiter,0.107 AU,13.2 days,0.0
1279,K2-28 b,206.0,5.99 Earths,16.061,2016,Neptune-like,0.207 x Jupiter,0.0214 AU,2.3 days,0.0
1280,K2-290 b,897.0,10.9 Earths,11.114,2019,Super Earth,0.273 x Jupiter,0.0923 AU,9.2 days,0.0
1281,K2-290 c,897.0,0.774 Jupiters,11.114,2019,Gas Giant,1.006 x Jupiter,0.305 AU,48.4 days,0.0
1282,K2-291 b,295.0,6.49 Earths,10.014,2019,Super Earth,1.589 x Earth,0.03261 AU,2.2 days,0.0
1283,K2-292 b,373.0,24.5 Earths,9.917,2019,Neptune-like,0.235 x Jupiter,0.13 AU,17 days,0.04
1284,K2-293 b,1294.0,6.57 Earths,13.357,2019,Neptune-like,0.219 x Jupiter,Unknown,13.1 days,0.0
1285,K2-294 b,1230.0,3.39 Earths,12.502,2019,Super Earth,1.66 x Earth,Unknown,2.5 days,0.0
1286,K2-295 b,736.0,0.335 Jupiters,13.946,2018,Gas Giant,0.897 x Jupiter,0.0451 AU,4 days,0.0
1287,K2-29 b,585.0,0.73 Jupiters,12.526,2016,Gas Giant,1.19 x Jupiter,0.04217 AU,3.3 days,0.07
1288,K2-308 b,,0.222 Jupiters,14.963,2019,Gas Giant,0.884 x Jupiter,Unknown,3.4 days,0.0
1289,K2-30 b,1097.0,0.579 Jupiters,13.53,2016,Gas Giant,1.039 x Jupiter,0.04839 AU,4.1 days,0.0
1290,K2-315 b,185.0,0.809 Earths,17.67,2020,Terrestrial,0.95 x Earth,Unknown,3.1 days,0.0
1291,K2-316 b,368.0,2.33 Earths,15.514,2020,Super Earth,1.33 x Earth,0.0147 AU,1.1 days,0.0
1292,K2-316 c,368.0,4.01 Earths,15.514,2020,Super Earth,1.83 x Earth,0.0582 AU,5.3 days,0.0
1293,K2-317 b,578.0,8.91 Earths,16.639,2020,Neptune-like,0.261 x Jupiter,0.0542 AU,6.2 days,0.0
1294,K2-318 b,484.0,3.39 Earths,15.269,2020,Super Earth,1.66 x Earth,0.0911 AU,7 days,0.0
1295,K2-319 b,687.0,8.2 Earths,12.172,2020,Neptune-like,0.249 x Jupiter,0.1516 AU,26.7 days,0.0
1296,K2-31 b,362.0,1.774 Jupiters,10.775,2016,Gas Giant,1.06 x Jupiter,0.022 AU,1.3 days,0.0
1297,K2-320 b,356.0,7.37 Earths,16.355,2020,Neptune-like,0.234 x Jupiter,0.0142 AU,2 days,0.0
1298,K2-321 b,254.0,4.46 Earths,13.677,2020,Super Earth,1.95 x Earth,0.041 AU,2.3 days,0.0
1299,K2-322 b,404.0,4.35 Earths,13.941,2020,Super Earth,1.92 x Earth,0.0594 AU,8.2 days,0.0
1300,K2-323 b,387.0,5.06 Earths,14.932,2020,Neptune-like,2.1 x Earth,0.1275 AU,24.9 days,0.0
1301,K2-324 b,447.0,6.48 Earths,15.399,2020,Neptune-like,0.217 x Jupiter,0.0331 AU,3.3 days,0.0
1302,K2-325 b,365.0,5.48 Earths,16.137,2020,Neptune-like,2.2 x Earth,0.0419 AU,6.9 days,0.0
1303,K2-326 b,928.0,5.82 Earths,15.342,2020,Neptune-like,0.203 x Jupiter,0.0198 AU,1.3 days,0.0
1304,K2-32 b,517.0,16.5 Earths,12.31,2016,Neptune-like,0.443 x Jupiter,0.08035 AU,9 days,0.0
1305,K2-32 c,517.0,12.1 Earths,12.31,2016,Neptune-like,0.244 x Jupiter,0.1399 AU,20.7 days,0.0
1306,K2-32 d,517.0,10.3 Earths,12.31,2016,Neptune-like,0.292 x Jupiter,0.1862 AU,31.7 days,0.0
1307,K2-32 e,517.0,1.01 Earths,12.31,2019,Super Earth,1.01 x Earth,0.04951 AU,4.3 days,0.0
1308,K2-33 b,456.0,3.7 Jupiters,15.714,2016,Neptune-like,0.45 x Jupiter,0.0409 AU,5.4 days,0.0
1309,K2-34 b,1149.0,1.698 Jupiters,11.548,2016,Gas Giant,1.245 x Jupiter,0.0426 AU,3 days,0.0
1310,K2-35 b,830.0,4.38 Earths,14.35,2016,Super Earth,1.93 x Earth,0.055 AU,5.6 days,0.12
1311,K2-35 c,830.0,2.3 Earths,14.35,2016,Super Earth,1.32 x Earth,0.031 AU,2.4 days,0.13
1312,K2-36 b,359.0,3.9 Earths,11.8,2016,Super Earth,1.43 x Earth,0.0223 AU,1.4 days,0.0
1313,K2-36 c,359.0,7.8 Earths,11.8,2016,Neptune-like,0.285 x Jupiter,0.054 AU,5.3 days,0.0
1314,K2-37 b,590.0,3.22 Earths,12.52,2016,Super Earth,1.61 x Earth,0.0511 AU,4.4 days,0.0
1315,K2-37 c,590.0,8 Earths,12.52,2016,Neptune-like,0.245 x Jupiter,0.0654 AU,6.4 days,0.0
1316,K2-37 d,590.0,7.9 Earths,12.52,2016,Neptune-like,0.244 x Jupiter,0.1103 AU,14.1 days,0.0
1317,K2-38 b,632.0,19.0698 Earths,11.39,2016,Super Earth,1.906 x Earth,0.05073 AU,4 days,0.0
1318,K2-38 c,632.0,9.9 Earths,11.39,2016,Super Earth,0.216 x Jupiter,0.0964 AU,10.6 days,0.0
1319,K2-39 b,1012.0,28.6047 Earths,10.83,2016,Neptune-like,0.56 x Jupiter,0.05708 AU,4.6 days,0.0
1320,K2-3 b,147.0,6.48 Earths,12.17,2015,Super Earth,1.98 x Earth,0.074 AU,10.1 days,0.0
1321,K2-3 c,147.0,2.14 Earths,12.17,2015,Super Earth,1.56 x Earth,0.1345 AU,24.6 days,0.0
1322,K2-3 d,147.0,2.8 Earths,12.17,2015,Super Earth,1.53 x Earth,0.2097 AU,44.6 days,0.0
1323,K2-42 b,1309.0,5.27 Earths,15.023,2016,Neptune-like,2.15 x Earth,0.0617 AU,6.7 days,0.0
1324,K2-43 b,599.0,18.5 Earths,15.596,2016,Neptune-like,0.402 x Jupiter,0.03784 AU,3.5 days,0.07
1325,K2-43 c,599.0,6.44 Earths,15.596,2019,Neptune-like,0.216 x Jupiter,Unknown,2.2 days,0.0
1326,K2-44 b,1576.0,7.85 Earths,12.189,2016,Neptune-like,0.243 x Jupiter,0.0651 AU,5.7 days,0.0
1327,K2-45 b,1639.0,36.4 Earths,15.78,2016,Neptune-like,0.599 x Jupiter,0.0224 AU,1.7 days,0.1
1328,K2-46 b,1484.0,4.86 Earths,12.029,2016,Super Earth,2.05 x Earth,0.13821 AU,19.2 days,0.0
1329,K2-47 b,1153.0,4.23 Earths,14.085,2016,Super Earth,1.89 x Earth,0.1779 AU,31.6 days,0.0
1330,K2-48 b,1033.0,5.65 Earths,14.277,2016,Neptune-like,0.2 x Jupiter,0.1344 AU,20.5 days,0.0
1331,K2-49 b,1511.0,4.38 Earths,15.668,2016,Super Earth,1.93 x Earth,0.0309 AU,2.8 days,0.0
1332,K2-4 b,761.0,5.06 Earths,14.907,2015,Neptune-like,2.1 x Earth,0.078 AU,10 days,0.08
1333,K2-50 b,846.0,3.15 Earths,14.717,2016,Super Earth,1.59 x Earth,0.0705 AU,8.8 days,0.0
1334,K2-52 b,3398.0,144 Jupiters,15.255,2016,Gas Giant,1.606 x Jupiter,0.054 AU,3.5 days,0.0
1335,K2-53 b,454.0,7.27 Earths,12.148,2016,Neptune-like,0.232 x Jupiter,0.098 AU,12.2 days,0.0
1336,K2-54 b,574.0,1.6 Earths,14.042,2016,Super Earth,1.15 x Earth,0.0671 AU,9.8 days,0.0
1337,K2-55 b,523.0,14 Earths,13.546,2016,Neptune-like,0.341 x Jupiter,0.03486 AU,2.8 days,0.07
1338,K2-57 b,868.0,5.06 Earths,14.501,2016,Neptune-like,2.1 x Earth,0.0746 AU,9 days,0.0
1339,K2-58 b,596.0,7.65 Earths,12.378,2016,Neptune-like,0.239 x Jupiter,0.0692 AU,7.1 days,0.0
1340,K2-58 c,596.0,3.26 Earths,12.378,2016,Super Earth,1.62 x Earth,0.035 AU,2.5 days,0.0
1341,K2-58 d,596.0,3.57 Earths,12.378,2016,Super Earth,1.71 x Earth,0.1517 AU,22.9 days,0.0
1342,K2-59 b,1025.0,6.39 Earths,14.226,2016,Neptune-like,0.215 x Jupiter,0.1354 AU,20.7 days,0.0
1343,K2-59 c,1025.0,5.9 Earths,14.226,2016,Neptune-like,0.205 x Jupiter,0.0905 AU,11.3 days,0.0
1344,K2-5 b,666.0,4.31 Earths,14.91,2015,Super Earth,1.91 x Earth,0.0532 AU,5.7 days,0.0
1345,K2-5 c,666.0,5.73 Earths,14.91,2015,Neptune-like,0.202 x Jupiter,0.0818 AU,10.9 days,0.0
1346,K2-60 b,1627.0,0.426 Jupiters,12.789,2016,Gas Giant,0.683 x Jupiter,0.045 AU,3 days,0.0
1347,K2-61 b,1339.0,6.71 Earths,12.991,2016,Neptune-like,0.221 x Jupiter,0.0392 AU,2.6 days,0.0
1348,K2-62 b,368.0,5.22 Earths,12.397,2016,Neptune-like,2.14 x Earth,0.0636 AU,6.7 days,0.0
1349,K2-62 c,368.0,5.22 Earths,12.397,2016,Neptune-like,2.14 x Earth,0.1148 AU,16.2 days,0.0
1350,K2-63 b,1711.0,10.5 Earths,12.876,2016,Neptune-like,0.287 x Jupiter,0.1627 AU,20.3 days,0.0
1351,K2-63 c,1711.0,14.5 Earths,12.876,2016,Neptune-like,0.348 x Jupiter,0.189 AU,25.5 days,0.0
1352,K2-64 b,1653.0,4.94 Earths,14.086,2016,Super Earth,2.07 x Earth,0.0619 AU,6.5 days,0.0
1353,K2-65 b,255.0,3.12 Earths,10.801,2016,Super Earth,1.58 x Earth,0.1014 AU,12.6 days,0.0
1354,K2-66 b,1698.0,21.3 Earths,11.71,2016,Super Earth,0.222 x Jupiter,0.05983 AU,5.1 days,0.0
1355,K2-68 b,553.0,3.12 Earths,12.977,2016,Super Earth,1.58 x Earth,0.0708 AU,8.1 days,0.0
1356,K2-69 b,592.0,5.99 Earths,15.057,2016,Neptune-like,0.207 x Jupiter,0.0591 AU,7.1 days,0.0
1357,K2-6 b,1043.0,6.8 Earths,12.654,2015,Neptune-like,0.223 x Jupiter,0.1898 AU,30.9 days,0.0
1358,K2-70 b,765.0,8.7 Earths,12.989,2016,Neptune-like,0.258 x Jupiter,0.1112 AU,14 days,0.0
1359,K2-71 b,502.0,5.27 Earths,15.189,2016,Neptune-like,2.15 x Earth,0.0559 AU,7 days,0.0
1360,K2-72 b,217.0,1.28 Earths,15.309,2016,Super Earth,1.08 x Earth,0.04 AU,5.6 days,0.11
1361,K2-72 c,217.0,1.65 Earths,15.309,2016,Super Earth,1.16 x Earth,0.078 AU,15.2 days,0.11
1362,K2-72 d,217.0,1.01 Earths,15.309,2016,Super Earth,1.01 x Earth,0.05 AU,7.8 days,0.11
1363,K2-72 e,217.0,2.21 Earths,15.309,2016,Super Earth,1.29 x Earth,0.106 AU,24.2 days,0.11
1364,K2-73 b,885.0,6.57 Earths,11.345,2016,Neptune-like,0.219 x Jupiter,0.07619 AU,7.5 days,0.0
1365,K2-74 b,1246.0,5.95 Earths,12.588,2016,Neptune-like,0.206 x Jupiter,0.1402 AU,19.6 days,0.0
1366,K2-75 b,1862.0,7.61 Earths,12.701,2016,Neptune-like,0.238 x Jupiter,0.081 AU,7.8 days,0.0
1367,K2-75 c,1862.0,8.1 Earths,12.701,2016,Neptune-like,0.247 x Jupiter,0.1429 AU,18.3 days,0.0
